#separator:,
#html:true
#if matches:keep current
#notetype:Spanish Conjugation
#deck:Spanish::conjugación
#columns:question,infinitivo,polski,english,person,case,conj_espanol,conj_polski,irregular,hint
"influir, él, pretérito imperfecto",influir,wpływać,to influence,el,pret_imperfecto,influía,,False,
"influir, ns, pretérito imperfecto",influir,wpływać,to influence,ns,pret_imperfecto,influíamos,,False,
"influir, vs, pretérito imperfecto",influir,wpływać,to influence,vs,pret_imperfecto,influíais,,False,
"influir, ellos, pretérito imperfecto",influir,wpływać,to influence,ellos,pret_imperfecto,influían,,False,
"influir, tú, imperativo",influir,wpływać,to influence,tu,imperativo,influ<em>y</em>e,,True,
"influir, usted, imperativo",influir,wpływać,to influence,ud,imperativo,influ<em>y</em>a,,True,
"influir, ns, imperativo",influir,wpływać,to influence,ns,imperativo,influ<em>y</em>amos,,True,
"influir, vs, imperativo",influir,wpływać,to influence,vs,imperativo,influid,,False,
"influir, ustedes, imperativo",influir,wpływać,to influence,uds,imperativo,influ<em>y</em>an,,True,
"ir, yo, presente",ir,iść,to go,yo,presente,<em>voy</em>,idę,True,ir
"ir, tú, presente",ir,iść,to go,tu,presente,<em>vas</em>,idziesz,True,ir
"ir, él, presente",ir,iść,to go,el,presente,<em>va</em>,idzie,True,ir
"ir, ns, presente",ir,iść,to go,ns,presente,<em>vamos</em>,idziemy,True,ir
"ir, vs, presente",ir,iść,to go,vs,presente,<em>vais</em>,idziecie,True,ir
"ir, ellos, presente",ir,iść,to go,ellos,presente,<em>van</em>,idą,True,ir
"ir, yo, pret. indefinido",ir,iść,to go,yo,pret_indefinido,<em>fui</em>,szedłem,True,ir
"ir, tú, pret. indefinido",ir,iść,to go,tu,pret_indefinido,<em>fuiste</em>,szedłeś,True,ir
"ir, él, pret. indefinido",ir,iść,to go,el,pret_indefinido,<em>fue</em>,szedł,True,ir
"ir, ns, pret. indefinido",ir,iść,to go,ns,pret_indefinido,<em>fuimos</em>,szliśmy,True,ir
"ir, vs, pret. indefinido",ir,iść,to go,vs,pret_indefinido,<em>fuisteis</em>,szliście,True,ir
"ir, ellos, pret. indefinido",ir,iść,to go,ellos,pret_indefinido,<em>fueron</em>,szli,True,ir
"ir, yo, pret. perfecto",ir,iść,to go,yo,pret_perfecto,he ido,,False,ir
"ir, tú, pret. perfecto",ir,iść,to go,tu,pret_perfecto,has ido,,False,ir
"ir, él, pret. perfecto",ir,iść,to go,el,pret_perfecto,ha ido,,False,ir
"ir, ns, pret. perfecto",ir,iść,to go,ns,pret_perfecto,hemos ido,,False,ir
"ir, vs, pret. perfecto",ir,iść,to go,vs,pret_perfecto,habéis ido,,False,ir
"ir, ellos, pret. perfecto",ir,iść,to go,ellos,pret_perfecto,han ido,,False,ir
"ir, yo, presente progresivo",ir,iść,to go,yo,presente_progresivo,estoy <em>y</em>endo,,True,ir
"ir, tú, presente progresivo",ir,iść,to go,tu,presente_progresivo,estás <em>y</em>endo,,True,ir
"ir, él, presente progresivo",ir,iść,to go,el,presente_progresivo,está <em>y</em>endo,,True,ir
"ir, ns, presente progresivo",ir,iść,to go,ns,presente_progresivo,estamos <em>y</em>endo,,True,ir
"ir, vs, presente progresivo",ir,iść,to go,vs,presente_progresivo,estáis <em>y</em>endo,,True,ir
"ir, ellos, presente progresivo",ir,iść,to go,ellos,presente_progresivo,están <em>y</em>endo,,True,ir
"ir, yo, pretérito imperfecto",ir,iść,to go,yo,pret_imperfecto,<em>iba</em>,,True,ir
"ir, tú, pretérito imperfecto",ir,iść,to go,tu,pret_imperfecto,<em>ibas</em>,,True,ir
"ir, él, pretérito imperfecto",ir,iść,to go,el,pret_imperfecto,<em>iba</em>,,True,ir
"ir, ns, pretérito imperfecto",ir,iść,to go,ns,pret_imperfecto,<em>íbamos</em>,,True,ir
"ir, vs, pretérito imperfecto",ir,iść,to go,vs,pret_imperfecto,<em>ibais</em>,,True,ir
"ir, ellos, pretérito imperfecto",ir,iść,to go,ellos,pret_imperfecto,<em>iban</em>,,True,ir
"ir, tú, imperativo",ir,iść,to go,tu,imperativo,<em>ve</em>,,True,ir
"ir, usted, imperativo",ir,iść,to go,ud,imperativo,<em>vaya</em>,,True,ir
"ir, ns, imperativo",ir,iść,to go,ns,imperativo,<em>vamos</em>,,True,ir
"ir, vs, imperativo",ir,iść,to go,vs,imperativo,id,,False,ir
"ir, ustedes, imperativo",ir,iść,to go,uds,imperativo,<em>vayan</em>,,True,ir
"lavarse, yo, presente",lavarse,myć się,to wash,yo,presente,me lavo,myję się,False,
"lavarse, tú, presente",lavarse,myć się,to wash,tu,presente,te lavas,myjesz się,False,
"lavarse, él, presente",lavarse,myć się,to wash,el,presente,se lava,myje się,False,
"lavarse, ns, presente",lavarse,myć się,to wash,ns,presente,nos lavamos,myjemy się,False,
"lavarse, vs, presente",lavarse,myć się,to wash,vs,presente,os laváis,myjecie się,False,
"lavarse, ellos, presente",lavarse,myć się,to wash,ellos,presente,se lavan,myją się,False,
"lavarse, yo, pret. indefinido",lavarse,myć się,to wash,yo,pret_indefinido,me lavé,myłem się,False,
"lavarse, tú, pret. indefinido",lavarse,myć się,to wash,tu,pret_indefinido,te lavaste,myłeś się,False,
"lavarse, él, pret. indefinido",lavarse,myć się,to wash,el,pret_indefinido,se lavó,mył się,False,
"lavarse, ns, pret. indefinido",lavarse,myć się,to wash,ns,pret_indefinido,nos lavamos,myliśmy się,False,
"lavarse, vs, pret. indefinido",lavarse,myć się,to wash,vs,pret_indefinido,os lavasteis,myliście się,False,
"lavarse, ellos, pret. indefinido",lavarse,myć się,to wash,ellos,pret_indefinido,se lavaron,myli się,False,
"lavarse, yo, pret. perfecto",lavarse,myć się,to wash,yo,pret_perfecto,me he lavado,,False,
"lavarse, tú, pret. perfecto",lavarse,myć się,to wash,tu,pret_perfecto,te has lavado,,False,
"lavarse, él, pret. perfecto",lavarse,myć się,to wash,el,pret_perfecto,se ha lavado,,False,
"lavarse, ns, pret. perfecto",lavarse,myć się,to wash,ns,pret_perfecto,nos hemos lavado,,False,
"lavarse, vs, pret. perfecto",lavarse,myć się,to wash,vs,pret_perfecto,os habéis lavado,,False,
"lavarse, ellos, pret. perfecto",lavarse,myć się,to wash,ellos,pret_perfecto,se han lavado,,False,
"lavarse, yo, presente progresivo",lavarse,myć się,to wash,yo,presente_progresivo,me estoy lavando,,False,
"lavarse, tú, presente progresivo",lavarse,myć się,to wash,tu,presente_progresivo,te estás lavando,,False,
"lavarse, él, presente progresivo",lavarse,myć się,to wash,el,presente_progresivo,se está lavando,,False,
"lavarse, ns, presente progresivo",lavarse,myć się,to wash,ns,presente_progresivo,nos estamos lavando,,False,
"lavarse, vs, presente progresivo",lavarse,myć się,to wash,vs,presente_progresivo,os estáis lavando,,False,
"lavarse, ellos, presente progresivo",lavarse,myć się,to wash,ellos,presente_progresivo,se están lavando,,False,
"lavarse, yo, pretérito imperfecto",lavarse,myć się,to wash,yo,pret_imperfecto,me lavaba,,False,
"lavarse, tú, pretérito imperfecto",lavarse,myć się,to wash,tu,pret_imperfecto,te lavabas,,False,
"lavarse, él, pretérito imperfecto",lavarse,myć się,to wash,el,pret_imperfecto,se lavaba,,False,
"lavarse, ns, pretérito imperfecto",lavarse,myć się,to wash,ns,pret_imperfecto,nos lavábamos,,False,
"lavarse, vs, pretérito imperfecto",lavarse,myć się,to wash,vs,pret_imperfecto,os lavabais,,False,
"lavarse, ellos, pretérito imperfecto",lavarse,myć się,to wash,ellos,pret_imperfecto,se lavaban,,False,
"lavarse, tú, imperativo",lavarse,myć się,to wash,tu,imperativo,lávate,,False,
"lavarse, usted, imperativo",lavarse,myć się,to wash,ud,imperativo,lávese,,False,
"lavarse, ns, imperativo",lavarse,myć się,to wash,ns,imperativo,lavémonos,,False,
"lavarse, vs, imperativo",lavarse,myć się,to wash,vs,imperativo,lavaos,,False,
"lavarse, ustedes, imperativo",lavarse,myć się,to wash,uds,imperativo,lávense,,False,
"levantarse, yo, presente",levantarse,wstać; obudzić się,to get up,yo,presente,me levanto,wstaję się,False,
"levantarse, tú, presente",levantarse,wstać; obudzić się,to get up,tu,presente,te levantas,wstajesz się,False,
"levantarse, él, presente",levantarse,wstać; obudzić się,to get up,el,presente,se levanta,wstaje się,False,
"levantarse, ns, presente",levantarse,wstać; obudzić się,to get up,ns,presente,nos levantamos,wstajemy się,False,
"levantarse, vs, presente",levantarse,wstać; obudzić się,to get up,vs,presente,os levantáis,wstajecie się,False,
"levantarse, ellos, presente",levantarse,wstać; obudzić się,to get up,ellos,presente,se levantan,wstają się,False,
"levantarse, yo, pret. indefinido",levantarse,wstać; obudzić się,to get up,yo,pret_indefinido,me levanté,wstałem się,False,
"levantarse, tú, pret. indefinido",levantarse,wstać; obudzić się,to get up,tu,pret_indefinido,te levantaste,wstałeś się,False,
"levantarse, él, pret. indefinido",levantarse,wstać; obudzić się,to get up,el,pret_indefinido,se levantó,wstał się,False,
"levantarse, ns, pret. indefinido",levantarse,wstać; obudzić się,to get up,ns,pret_indefinido,nos levantamos,wstaliśmy się,False,
"levantarse, vs, pret. indefinido",levantarse,wstać; obudzić się,to get up,vs,pret_indefinido,os levantasteis,wstaliście się,False,
"levantarse, ellos, pret. indefinido",levantarse,wstać; obudzić się,to get up,ellos,pret_indefinido,se levantaron,wstali się,False,
"levantarse, yo, pret. perfecto",levantarse,wstać; obudzić się,to get up,yo,pret_perfecto,me he levantado,,False,
"levantarse, tú, pret. perfecto",levantarse,wstać; obudzić się,to get up,tu,pret_perfecto,te has levantado,,False,
"levantarse, él, pret. perfecto",levantarse,wstać; obudzić się,to get up,el,pret_perfecto,se ha levantado,,False,
"levantarse, ns, pret. perfecto",levantarse,wstać; obudzić się,to get up,ns,pret_perfecto,nos hemos levantado,,False,
"levantarse, vs, pret. perfecto",levantarse,wstać; obudzić się,to get up,vs,pret_perfecto,os habéis levantado,,False,
"levantarse, ellos, pret. perfecto",levantarse,wstać; obudzić się,to get up,ellos,pret_perfecto,se han levantado,,False,
"levantarse, yo, presente progresivo",levantarse,wstać; obudzić się,to get up,yo,presente_progresivo,me estoy levantando,,False,
"levantarse, tú, presente progresivo",levantarse,wstać; obudzić się,to get up,tu,presente_progresivo,te estás levantando,,False,
"levantarse, él, presente progresivo",levantarse,wstać; obudzić się,to get up,el,presente_progresivo,se está levantando,,False,
"levantarse, ns, presente progresivo",levantarse,wstać; obudzić się,to get up,ns,presente_progresivo,nos estamos levantando,,False,
"levantarse, vs, presente progresivo",levantarse,wstać; obudzić się,to get up,vs,presente_progresivo,os estáis levantando,,False,
"levantarse, ellos, presente progresivo",levantarse,wstać; obudzić się,to get up,ellos,presente_progresivo,se están levantando,,False,
"levantarse, yo, pretérito imperfecto",levantarse,wstać; obudzić się,to get up,yo,pret_imperfecto,me levantaba,,False,
"levantarse, tú, pretérito imperfecto",levantarse,wstać; obudzić się,to get up,tu,pret_imperfecto,te levantabas,,False,
"levantarse, él, pretérito imperfecto",levantarse,wstać; obudzić się,to get up,el,pret_imperfecto,se levantaba,,False,
"levantarse, ns, pretérito imperfecto",levantarse,wstać; obudzić się,to get up,ns,pret_imperfecto,nos levantábamos,,False,
"levantarse, vs, pretérito imperfecto",levantarse,wstać; obudzić się,to get up,vs,pret_imperfecto,os levantabais,,False,
"levantarse, ellos, pretérito imperfecto",levantarse,wstać; obudzić się,to get up,ellos,pret_imperfecto,se levantaban,,False,
"levantarse, tú, imperativo",levantarse,wstać; obudzić się,to get up,tu,imperativo,levántate,,False,
"levantarse, usted, imperativo",levantarse,wstać; obudzić się,to get up,ud,imperativo,levántese,,False,
"levantarse, ns, imperativo",levantarse,wstać; obudzić się,to get up,ns,imperativo,levantémonos,,False,
"levantarse, vs, imperativo",levantarse,wstać; obudzić się,to get up,vs,imperativo,levantaos,,False,
"levantarse, ustedes, imperativo",levantarse,wstać; obudzić się,to get up,uds,imperativo,levántense,,False,
"limpiar, yo, presente",limpiar,czyścić,to clean,yo,presente,limpio,czyszczę,False,
"limpiar, tú, presente",limpiar,czyścić,to clean,tu,presente,limpias,czyścisz,False,
"limpiar, él, presente",limpiar,czyścić,to clean,el,presente,limpia,czyści,False,
"limpiar, ns, presente",limpiar,czyścić,to clean,ns,presente,limpiamos,czyścimy,False,
"limpiar, vs, presente",limpiar,czyścić,to clean,vs,presente,limpiáis,czyścicie,False,
"limpiar, ellos, presente",limpiar,czyścić,to clean,ellos,presente,limpian,czyścią,False,
"limpiar, yo, pret. indefinido",limpiar,czyścić,to clean,yo,pret_indefinido,limpié,czyściłem,False,
"limpiar, tú, pret. indefinido",limpiar,czyścić,to clean,tu,pret_indefinido,limpiaste,czyściłeś,False,
"limpiar, él, pret. indefinido",limpiar,czyścić,to clean,el,pret_indefinido,limpió,czyścił,False,
"limpiar, ns, pret. indefinido",limpiar,czyścić,to clean,ns,pret_indefinido,limpiamos,czyściliśmy,False,
"limpiar, vs, pret. indefinido",limpiar,czyścić,to clean,vs,pret_indefinido,limpiasteis,czyściliście,False,
"limpiar, ellos, pret. indefinido",limpiar,czyścić,to clean,ellos,pret_indefinido,limpiaron,czyścili,False,
"limpiar, yo, pret. perfecto",limpiar,czyścić,to clean,yo,pret_perfecto,he limpiado,,False,
"limpiar, tú, pret. perfecto",limpiar,czyścić,to clean,tu,pret_perfecto,has limpiado,,False,
"limpiar, él, pret. perfecto",limpiar,czyścić,to clean,el,pret_perfecto,ha limpiado,,False,
"limpiar, ns, pret. perfecto",limpiar,czyścić,to clean,ns,pret_perfecto,hemos limpiado,,False,
"limpiar, vs, pret. perfecto",limpiar,czyścić,to clean,vs,pret_perfecto,habéis limpiado,,False,
"limpiar, ellos, pret. perfecto",limpiar,czyścić,to clean,ellos,pret_perfecto,han limpiado,,False,
"limpiar, yo, presente progresivo",limpiar,czyścić,to clean,yo,presente_progresivo,estoy limpiando,,False,
"limpiar, tú, presente progresivo",limpiar,czyścić,to clean,tu,presente_progresivo,estás limpiando,,False,
"limpiar, él, presente progresivo",limpiar,czyścić,to clean,el,presente_progresivo,está limpiando,,False,
"limpiar, ns, presente progresivo",limpiar,czyścić,to clean,ns,presente_progresivo,estamos limpiando,,False,
"limpiar, vs, presente progresivo",limpiar,czyścić,to clean,vs,presente_progresivo,estáis limpiando,,False,
"limpiar, ellos, presente progresivo",limpiar,czyścić,to clean,ellos,presente_progresivo,están limpiando,,False,
"limpiar, yo, pretérito imperfecto",limpiar,czyścić,to clean,yo,pret_imperfecto,limpiaba,,False,
"limpiar, tú, pretérito imperfecto",limpiar,czyścić,to clean,tu,pret_imperfecto,limpiabas,,False,
"limpiar, él, pretérito imperfecto",limpiar,czyścić,to clean,el,pret_imperfecto,limpiaba,,False,
"limpiar, ns, pretérito imperfecto",limpiar,czyścić,to clean,ns,pret_imperfecto,limpiábamos,,False,
"limpiar, vs, pretérito imperfecto",limpiar,czyścić,to clean,vs,pret_imperfecto,limpiabais,,False,
"limpiar, ellos, pretérito imperfecto",limpiar,czyścić,to clean,ellos,pret_imperfecto,limpiaban,,False,
"limpiar, tú, imperativo",limpiar,czyścić,to clean,tu,imperativo,limpia,,False,
"limpiar, usted, imperativo",limpiar,czyścić,to clean,ud,imperativo,limpie,,False,
"limpiar, ns, imperativo",limpiar,czyścić,to clean,ns,imperativo,limpiemos,,False,
"limpiar, vs, imperativo",limpiar,czyścić,to clean,vs,imperativo,limpiad,,False,
"limpiar, ustedes, imperativo",limpiar,czyścić,to clean,uds,imperativo,limpien,,False,
"llamarse, yo, presente",llamarse,nazywać się,to be called,yo,presente,me llamo,nazywam się,False,
"llamarse, tú, presente",llamarse,nazywać się,to be called,tu,presente,te llamas,nazywasz się,False,
"llamarse, él, presente",llamarse,nazywać się,to be called,el,presente,se llama,nazywa się,False,
"llamarse, ns, presente",llamarse,nazywać się,to be called,ns,presente,nos llamamos,nazywamy się,False,
"llamarse, vs, presente",llamarse,nazywać się,to be called,vs,presente,os llamáis,nazywacie się,False,
"llamarse, ellos, presente",llamarse,nazywać się,to be called,ellos,presente,se llaman,nazywją się,False,
"llamarse, yo, pret. indefinido",llamarse,nazywać się,to be called,yo,pret_indefinido,me llamé,nazywałem się,False,
"llamarse, tú, pret. indefinido",llamarse,nazywać się,to be called,tu,pret_indefinido,te llamaste,nazywałeś się,False,
"llamarse, él, pret. indefinido",llamarse,nazywać się,to be called,el,pret_indefinido,se llamó,nazywał się,False,
"llamarse, ns, pret. indefinido",llamarse,nazywać się,to be called,ns,pret_indefinido,nos llamamos,nazywaliśmy się,False,
"llamarse, vs, pret. indefinido",llamarse,nazywać się,to be called,vs,pret_indefinido,os llamasteis,nazywaliście się,False,
"llamarse, ellos, pret. indefinido",llamarse,nazywać się,to be called,ellos,pret_indefinido,se llamaron,nazywali się,False,
"llamarse, yo, pret. perfecto",llamarse,nazywać się,to be called,yo,pret_perfecto,me he llamado,,False,
"llamarse, tú, pret. perfecto",llamarse,nazywać się,to be called,tu,pret_perfecto,te has llamado,,False,
"llamarse, él, pret. perfecto",llamarse,nazywać się,to be called,el,pret_perfecto,se ha llamado,,False,
"llamarse, ns, pret. perfecto",llamarse,nazywać się,to be called,ns,pret_perfecto,nos hemos llamado,,False,
"llamarse, vs, pret. perfecto",llamarse,nazywać się,to be called,vs,pret_perfecto,os habéis llamado,,False,
"llamarse, ellos, pret. perfecto",llamarse,nazywać się,to be called,ellos,pret_perfecto,se han llamado,,False,
"llamarse, yo, presente progresivo",llamarse,nazywać się,to be called,yo,presente_progresivo,me estoy llamando,,False,
"llamarse, tú, presente progresivo",llamarse,nazywać się,to be called,tu,presente_progresivo,te estás llamando,,False,
"llamarse, él, presente progresivo",llamarse,nazywać się,to be called,el,presente_progresivo,se está llamando,,False,
"llamarse, ns, presente progresivo",llamarse,nazywać się,to be called,ns,presente_progresivo,nos estamos llamando,,False,
"llamarse, vs, presente progresivo",llamarse,nazywać się,to be called,vs,presente_progresivo,os estáis llamando,,False,
"llamarse, ellos, presente progresivo",llamarse,nazywać się,to be called,ellos,presente_progresivo,se están llamando,,False,
"llamarse, yo, pretérito imperfecto",llamarse,nazywać się,to be called,yo,pret_imperfecto,me llamaba,,False,
"llamarse, tú, pretérito imperfecto",llamarse,nazywać się,to be called,tu,pret_imperfecto,te llamabas,,False,
"llamarse, él, pretérito imperfecto",llamarse,nazywać się,to be called,el,pret_imperfecto,se llamaba,,False,
"llamarse, ns, pretérito imperfecto",llamarse,nazywać się,to be called,ns,pret_imperfecto,nos llamábamos,,False,
"llamarse, vs, pretérito imperfecto",llamarse,nazywać się,to be called,vs,pret_imperfecto,os llamabais,,False,
"llamarse, ellos, pretérito imperfecto",llamarse,nazywać się,to be called,ellos,pret_imperfecto,se llamaban,,False,
"llamarse, tú, imperativo",llamarse,nazywać się,to be called,tu,imperativo,llámate,,False,
"llamarse, usted, imperativo",llamarse,nazywać się,to be called,ud,imperativo,llámese,,False,
"llamarse, ns, imperativo",llamarse,nazywać się,to be called,ns,imperativo,llamémonos,,False,
"llamarse, vs, imperativo",llamarse,nazywać się,to be called,vs,imperativo,llamaos,,False,
"llamarse, ustedes, imperativo",llamarse,nazywać się,to be called,uds,imperativo,llámense,,False,
"llevar, yo, presente",llevar,nosić,to take,yo,presente,llevo,,False,
"llevar, tú, presente",llevar,nosić,to take,tu,presente,llevas,,False,
"llevar, él, presente",llevar,nosić,to take,el,presente,lleva,,False,
"llevar, ns, presente",llevar,nosić,to take,ns,presente,llevamos,,False,
"llevar, vs, presente",llevar,nosić,to take,vs,presente,lleváis,,False,
"llevar, ellos, presente",llevar,nosić,to take,ellos,presente,llevan,,False,
"llevar, yo, pret. indefinido",llevar,nosić,to take,yo,pret_indefinido,llevé,,False,
"llevar, tú, pret. indefinido",llevar,nosić,to take,tu,pret_indefinido,llevaste,,False,
"llevar, él, pret. indefinido",llevar,nosić,to take,el,pret_indefinido,llevó,,False,
"llevar, ns, pret. indefinido",llevar,nosić,to take,ns,pret_indefinido,llevamos,,False,
"llevar, vs, pret. indefinido",llevar,nosić,to take,vs,pret_indefinido,llevasteis,,False,
"llevar, ellos, pret. indefinido",llevar,nosić,to take,ellos,pret_indefinido,llevaron,,False,
"llevar, yo, pret. perfecto",llevar,nosić,to take,yo,pret_perfecto,he llevado,,False,
"llevar, tú, pret. perfecto",llevar,nosić,to take,tu,pret_perfecto,has llevado,,False,
"llevar, él, pret. perfecto",llevar,nosić,to take,el,pret_perfecto,ha llevado,,False,
"llevar, ns, pret. perfecto",llevar,nosić,to take,ns,pret_perfecto,hemos llevado,,False,
"llevar, vs, pret. perfecto",llevar,nosić,to take,vs,pret_perfecto,habéis llevado,,False,
"llevar, ellos, pret. perfecto",llevar,nosić,to take,ellos,pret_perfecto,han llevado,,False,
"llevar, yo, presente progresivo",llevar,nosić,to take,yo,presente_progresivo,estoy llevando,,False,
"llevar, tú, presente progresivo",llevar,nosić,to take,tu,presente_progresivo,estás llevando,,False,
"llevar, él, presente progresivo",llevar,nosić,to take,el,presente_progresivo,está llevando,,False,
"llevar, ns, presente progresivo",llevar,nosić,to take,ns,presente_progresivo,estamos llevando,,False,
"llevar, vs, presente progresivo",llevar,nosić,to take,vs,presente_progresivo,estáis llevando,,False,
"llevar, ellos, presente progresivo",llevar,nosić,to take,ellos,presente_progresivo,están llevando,,False,
"llevar, yo, pretérito imperfecto",llevar,nosić,to take,yo,pret_imperfecto,llevaba,,False,
"llevar, tú, pretérito imperfecto",llevar,nosić,to take,tu,pret_imperfecto,llevabas,,False,
"llevar, él, pretérito imperfecto",llevar,nosić,to take,el,pret_imperfecto,llevaba,,False,
"llevar, ns, pretérito imperfecto",llevar,nosić,to take,ns,pret_imperfecto,llevábamos,,False,
"llevar, vs, pretérito imperfecto",llevar,nosić,to take,vs,pret_imperfecto,llevabais,,False,
"llevar, ellos, pretérito imperfecto",llevar,nosić,to take,ellos,pret_imperfecto,llevaban,,False,
"llevar, tú, imperativo",llevar,nosić,to take,tu,imperativo,lleva,,False,
"llevar, usted, imperativo",llevar,nosić,to take,ud,imperativo,lleve,,False,
"llevar, ns, imperativo",llevar,nosić,to take,ns,imperativo,llevemos,,False,
"llevar, vs, imperativo",llevar,nosić,to take,vs,imperativo,llevad,,False,
"llevar, ustedes, imperativo",llevar,nosić,to take,uds,imperativo,lleven,,False,
"llevarse, yo, presente",llevarse,dogadywać się,to take,yo,presente,me llevo,,False,
"llevarse, tú, presente",llevarse,dogadywać się,to take,tu,presente,te llevas,,False,
"llevarse, él, presente",llevarse,dogadywać się,to take,el,presente,se lleva,,False,
"llevarse, ns, presente",llevarse,dogadywać się,to take,ns,presente,nos llevamos,,False,
"llevarse, vs, presente",llevarse,dogadywać się,to take,vs,presente,os lleváis,,False,
"llevarse, ellos, presente",llevarse,dogadywać się,to take,ellos,presente,se llevan,,False,
"llevarse, yo, pret. indefinido",llevarse,dogadywać się,to take,yo,pret_indefinido,me llevé,,False,
"llevarse, tú, pret. indefinido",llevarse,dogadywać się,to take,tu,pret_indefinido,te llevaste,,False,
"llevarse, él, pret. indefinido",llevarse,dogadywać się,to take,el,pret_indefinido,se llevó,,False,
"llevarse, ns, pret. indefinido",llevarse,dogadywać się,to take,ns,pret_indefinido,nos llevamos,,False,
"llevarse, vs, pret. indefinido",llevarse,dogadywać się,to take,vs,pret_indefinido,os llevasteis,,False,
"llevarse, ellos, pret. indefinido",llevarse,dogadywać się,to take,ellos,pret_indefinido,se llevaron,,False,
"llevarse, yo, pret. perfecto",llevarse,dogadywać się,to take,yo,pret_perfecto,me he llevado,,False,
"llevarse, tú, pret. perfecto",llevarse,dogadywać się,to take,tu,pret_perfecto,te has llevado,,False,
"llevarse, él, pret. perfecto",llevarse,dogadywać się,to take,el,pret_perfecto,se ha llevado,,False,
"llevarse, ns, pret. perfecto",llevarse,dogadywać się,to take,ns,pret_perfecto,nos hemos llevado,,False,
"llevarse, vs, pret. perfecto",llevarse,dogadywać się,to take,vs,pret_perfecto,os habéis llevado,,False,
"llevarse, ellos, pret. perfecto",llevarse,dogadywać się,to take,ellos,pret_perfecto,se han llevado,,False,
"llevarse, yo, presente progresivo",llevarse,dogadywać się,to take,yo,presente_progresivo,me estoy llevando,,False,
"llevarse, tú, presente progresivo",llevarse,dogadywać się,to take,tu,presente_progresivo,te estás llevando,,False,
"llevarse, él, presente progresivo",llevarse,dogadywać się,to take,el,presente_progresivo,se está llevando,,False,
"llevarse, ns, presente progresivo",llevarse,dogadywać się,to take,ns,presente_progresivo,nos estamos llevando,,False,
"llevarse, vs, presente progresivo",llevarse,dogadywać się,to take,vs,presente_progresivo,os estáis llevando,,False,
"llevarse, ellos, presente progresivo",llevarse,dogadywać się,to take,ellos,presente_progresivo,se están llevando,,False,
"llevarse, yo, pretérito imperfecto",llevarse,dogadywać się,to take,yo,pret_imperfecto,me llevaba,,False,
"llevarse, tú, pretérito imperfecto",llevarse,dogadywać się,to take,tu,pret_imperfecto,te llevabas,,False,
"llevarse, él, pretérito imperfecto",llevarse,dogadywać się,to take,el,pret_imperfecto,se llevaba,,False,
"llevarse, ns, pretérito imperfecto",llevarse,dogadywać się,to take,ns,pret_imperfecto,nos llevábamos,,False,
"llevarse, vs, pretérito imperfecto",llevarse,dogadywać się,to take,vs,pret_imperfecto,os llevabais,,False,
"llevarse, ellos, pretérito imperfecto",llevarse,dogadywać się,to take,ellos,pret_imperfecto,se llevaban,,False,
"llevarse, tú, imperativo",llevarse,dogadywać się,to take,tu,imperativo,llévate,,False,
"llevarse, usted, imperativo",llevarse,dogadywać się,to take,ud,imperativo,llévese,,False,
"llevarse, ns, imperativo",llevarse,dogadywać się,to take,ns,imperativo,llevémonos,,False,
"llevarse, vs, imperativo",llevarse,dogadywać się,to take,vs,imperativo,llevaos,,False,
"llevarse, ustedes, imperativo",llevarse,dogadywać się,to take,uds,imperativo,llévense,,False,
"llover, yo, presente",llover,padać,to rain,yo,presente,ll<em>ue</em>vo,,True,
"llover, tú, presente",llover,padać,to rain,tu,presente,ll<em>ue</em>ves,,True,
"llover, él, presente",llover,padać,to rain,el,presente,ll<em>ue</em>ve,,True,
"llover, ns, presente",llover,padać,to rain,ns,presente,llovemos,,False,
"llover, vs, presente",llover,padać,to rain,vs,presente,llovéis,,False,
"llover, ellos, presente",llover,padać,to rain,ellos,presente,ll<em>ue</em>ven,,True,
"llover, yo, pret. indefinido",llover,padać,to rain,yo,pret_indefinido,lloví,,False,
"llover, tú, pret. indefinido",llover,padać,to rain,tu,pret_indefinido,lloviste,,False,
"llover, él, pret. indefinido",llover,padać,to rain,el,pret_indefinido,llovió,,False,
"llover, ns, pret. indefinido",llover,padać,to rain,ns,pret_indefinido,llovimos,,False,
"llover, vs, pret. indefinido",llover,padać,to rain,vs,pret_indefinido,llovisteis,,False,
"llover, ellos, pret. indefinido",llover,padać,to rain,ellos,pret_indefinido,llovieron,,False,
"llover, yo, pret. perfecto",llover,padać,to rain,yo,pret_perfecto,he llovido,,False,
"llover, tú, pret. perfecto",llover,padać,to rain,tu,pret_perfecto,has llovido,,False,
"llover, él, pret. perfecto",llover,padać,to rain,el,pret_perfecto,ha llovido,,False,
"llover, ns, pret. perfecto",llover,padać,to rain,ns,pret_perfecto,hemos llovido,,False,
"llover, vs, pret. perfecto",llover,padać,to rain,vs,pret_perfecto,habéis llovido,,False,
"llover, ellos, pret. perfecto",llover,padać,to rain,ellos,pret_perfecto,han llovido,,False,
"llover, yo, presente progresivo",llover,padać,to rain,yo,presente_progresivo,estoy lloviendo,,False,
"llover, tú, presente progresivo",llover,padać,to rain,tu,presente_progresivo,estás lloviendo,,False,
"llover, él, presente progresivo",llover,padać,to rain,el,presente_progresivo,está lloviendo,,False,
"llover, ns, presente progresivo",llover,padać,to rain,ns,presente_progresivo,estamos lloviendo,,False,
